CODE,NAME,month,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
284,거창,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
185,고산,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
172,고창,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
156,광주,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
279,구미,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
140,군산,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
247,남원,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
100,대관령,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
133,대전,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
98,동두천,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
106,동해,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
165,목포,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
102,백령도,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
235,보령,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
159,부산,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
104,북강릉,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
137,상주,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
189,서귀포,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
129,서산,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
108,서울,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0
188,성산,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
90,속초,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
119,수원,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0
174,순천,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
136,안동,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
168,여수,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
121,영월,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
170,완도,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
115,울릉도,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
152,울산,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
130,울진,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
114,원주,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
203,이천,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
112,인천,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
146,전주,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
245,정읍,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
184,제주,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
175,진도(첨찰산),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
192,진주,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
155,창원,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
232,천안,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
95,철원,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
131,청주,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
135,추풍령,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
101,춘천,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
127,충주,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
162,통영,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
99,파주,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
138,포항,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
169,흑산도,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
284,거창,3,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0
185,고산,3,0,0,0,0,0,0,0,0,0,0,2,2,3,2,5,0
172,고창,3,0,0,0,0,0,0,0,0,0,0,2,0,2,2,1,0
156,광주,3,0,0,0,0,0,0,0,0,0,0,2,0,3,2,6,0
140,군산,3,0,0,0,0,0,0,0,0,0,0,3,0,3,2,1,0
247,남원,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100,대관령,3,0,0,0,0,0,0,0,0,0,0,4,1,0,1,1,0
143,대구,3,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0
133,대전,3,0,0,0,0,0,0,0,0,0,0,3,0,0,2,7,0
98,동두천,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0
106,동해,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
165,목포,3,0,0,0,0,0,0,0,0,0,0,1,0,3,2,4,0
102,백령도,3,0,0,0,0,0,0,0,0,0,0,4,0,3,1,5,2
235,보령,3,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,0
159,부산,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0
104,북강릉,3,0,0,0,0,0,0,0,0,0,0,4,0,0,1,7,0
137,상주,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
189,서귀포,3,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0
129,서산,3,0,0,0,0,0,0,0,0,0,0,3,0,2,2,6,1
108,서울,3,0,0,0,0,0,0,0,0,0,0,3,0,3,2,8,2
188,성산,3,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0
90,속초,3,0,0,0,0,0,0,0,0,0,0,2,0,0,1,7,0
119,수원,3,0,0,0,0,0,0,0,0,0,0,3,1,3,2,7,2
174,순천,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
136,안동,3,0,0,0,0,0,0,0,0,0,0,4,0,1,1,5,0
168,여수,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0
121,영월,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
170,완도,3,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0
115,울릉도,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0
152,울산,3,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0
130,울진,3,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0
114,원주,3,0,0,0,0,0,0,0,0,0,0,4,1,1,1,1,0
203,이천,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
112,인천,3,0,0,0,0,0,0,0,0,0,0,3,1,3,2,9,3
146,전주,3,0,0,0,0,0,0,0,0,0,0,3,0,2,2,9,0
245,정읍,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0
184,제주,3,0,0,0,0,0,0,0,0,0,0,2,2,2,2,5,0
175,진도(첨찰산),3,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,0
192,진주,3,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0
155,창원,3,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0
232,천안,3,0,0,0,0,0,0,0,0,0,0,3,1,2,2,1,0
95,철원,3,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0
131,청주,3,0,0,0,0,0,0,0,0,0,0,3,1,2,2,7,0
135,추풍령,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
101,춘천,3,0,0,0,0,0,0,0,0,0,0,3,1,0,1,5,0
162,통영,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
99,파주,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
138,포항,3,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0
169,흑산도,3,0,0,0,0,0,0,0,0,0,0,2,0,3,1,4,1
201,강화,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
185,고산,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
172,고창,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
156,광주,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
140,군산,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
247,남원,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
100,대관령,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
143,대구,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4
133,대전,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
165,목포,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
102,백령도,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4
159,부산,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
104,북강릉,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
189,서귀포,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
129,서산,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
108,서울,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4
188,성산,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
90,속초,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
119,수원,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
136,안동,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3
168,여수,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
115,울릉도,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
152,울산,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,4
130,울진,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
112,인천,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
146,전주,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
245,정읍,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
184,제주,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
175,진도(첨찰산),4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
192,진주,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
155,창원,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
131,청주,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
101,춘천,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
138,포항,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
169,흑산도,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
284,거창,5,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0
185,고산,5,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,1
172,고창,5,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,1
156,광주,5,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,1
140,군산,5,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,1
247,남원,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100,대관령,5,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0
143,대구,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2
133,대전,5,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,1
165,목포,5,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,1
102,백령도,5,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,2
235,보령,5,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0
159,부산,5,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,2
104,북강릉,5,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,1
189,서귀포,5,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0
129,서산,5,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,2
108,서울,5,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,1
188,성산,5,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0
90,속초,5,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0
119,수원,5,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,1
174,순천,5,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0
136,안동,5,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,1
168,여수,5,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,1
170,완도,5,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0
115,울릉도,5,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,2
152,울산,5,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,2
130,울진,5,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0
114,원주,5,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0
112,인천,5,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,2
146,전주,5,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,1
245,정읍,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
184,제주,5,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,1
175,진도(첨찰산),5,0,0,0,0,0,0,0,0,0,0,6,0,0,4,1,0
192,진주,5,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0
155,창원,5,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,2
232,천안,5,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0
95,철원,5,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0
131,청주,5,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,1
101,춘천,5,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,2
162,통영,5,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0
138,포항,5,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,2
169,흑산도,5,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,1
185,고산,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
189,서귀포,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
184,제주,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
175,진도(첨찰산),6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
156,광주,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
165,목포,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
102,백령도,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
146,전주,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
169,흑산도,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
284,거창,11,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
185,고산,11,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
172,고창,11,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
156,광주,11,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
140,군산,11,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
100,대관령,11,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
143,대구,11,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
133,대전,11,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
165,목포,11,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
102,백령도,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
235,보령,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
159,부산,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
104,북강릉,11,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
129,서산,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
108,서울,11,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
188,성산,11,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
90,속초,11,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
119,수원,11,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
174,순천,11,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
136,안동,11,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
168,여수,11,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
170,완도,11,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
115,울릉도,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
152,울산,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
130,울진,11,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
114,원주,11,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
112,인천,11,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
146,전주,11,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
184,제주,11,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
175,진도(첨찰산),11,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
192,진주,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
155,창원,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
232,천안,11,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
95,철원,11,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
131,청주,11,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
101,춘천,11,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
162,통영,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
138,포항,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
169,흑산도,11,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
185,고산,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
100,대관령,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
102,백령도,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
108,서울,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
90,속초,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
119,수원,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
114,원주,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
112,인천,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
232,천안,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
95,철원,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
101,춘천,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
169,흑산도,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
